,pearson_r
SET,0.2612848242462824
CALR,0.26101242863207785
STARD7,0.260427422739549
DDX59,0.25992040167342395
NUBP2,0.2599150178675666
COQ2,0.25961287579726244
COX10,0.25942681260255696
MRPS6,0.2593800182137362
MVD,0.2593722662655043
RPF1,0.2586009588866778
KDM1A,0.2582900248066422
WBP1L,0.2576459137900279
TINF2,0.2574200480566495
EXOC4,0.25694509488546513
TWSG1,0.25691509464423334
ILF3,0.25684919002279377
POP4,0.2564595730048411
OGT,0.2564334833836013
MSL1,0.2561312590771265
UXT,0.2557710267430572
ACTR5,0.2552288455567554
TTI1,0.2548675233213963
NFS1,0.25414314773368596
MRM1,0.2535154618594915
PPIL2,0.2529877255637778
NOC3L,0.2526409143875372
USP5,0.2518363856183582
ISCA2,0.25164664916662033
RNF103,0.25154024730346897
MRPL20,0.25085392641634763
ZNF236,0.25067072197649465
PSMG3,0.25058467571946386
SRP68,0.2505126338393222
ITGB1BP1,0.25007552905361274
TRAPPC8,0.24993993923779
MRPS31,0.24983357942133605
NOM1,0.24970255041818787
MTHFD1,0.24956393998666745
CLNS1A,0.24939358413156926
TRPM7,0.24935940398258327
HSPA14,0.2492193895237248
NAA20,0.2487559100645832
ATXN10,0.24830702759461346
FYN,0.24828190918396353
BAP1,0.2479287552284986
NOP9,0.24777758172817493
SURF6,0.2477472757612908
METAP2,0.2477000565988371
ALG11,0.24701471903280467
DHX33,0.24675754216448154
DDX49,0.24655449506909766
RSL24D1,0.24639260104689745
LZTR1,0.2455763534120009
CDC26,0.2454658646167704
MRPL13,0.24421327105775095
PGAM1,0.24393717961184724
ATP5F1B,0.2439120457240459
MCMBP,0.24378405214766302
RPS21,0.24299992021642786
DDOST,0.242833937638451
CCDC137,0.24245962999156948
NOMO1,0.24229698963232535
TVP23C,0.2418892274052517
RAB4A,0.2409307058654586
GYG1,0.2407246277710622
DNM2,0.24062760504175604
GEMIN7,0.24052180935911296
DHX29,0.24027404923171816
MYBL2,0.24023710846738927
ZDHHC7,0.23990916804609946
CCT3,0.2392479832311589
PRC1,0.2388705796253074
CLTC,0.23860627436548038
UBE3C,0.2379798728920875
FBXO42,0.23772238233057563
SMC5,0.2374358173285367
MCM5,0.2372039741830932
ATP5PO,0.23638885454152553
DTL,0.23624843252017225
NOB1,0.23615484497937822
RNF31,0.23606153356036214
DDX1,0.23508418404123094
MIS12,0.23499586676781886
RPL26L1,0.23479951851646502
VPS37C,0.23473272647360355
CADM4,0.23437603616963942
NOL11,0.23420955020160183
DDX10,0.23416053642677093
NACA,0.23414774509447278
RBM10,0.23389390688875378
RRP9,0.23330890474219923
NUP85,0.23330636461419202
ATP6V1H,0.23300303636557435
GTF2H4,0.2329787818412688
SLC25A42,0.23242341840326872
ILF2,0.23237327037008265
ELP5,0.2323668171458394
SMUG1,0.23236080364012865
MRPS2,0.23228580081602904
CMPK1,0.23206545266648385
TUBA1B,0.231962443351878
TADA2A,0.23166136142164492
WDR1,0.23121710927927291
ABT1,0.23107626277091375
MRPL42,0.23054903395155055
DNAJC11,0.23029527345443743
HNRNPDL,0.22950960737844414
UBQLN4,0.22853685081247582
PYROXD1,0.2280336811161137
UTP18,0.22760063534502167
POP1,0.22722484909238935
PPP1R8,0.22714492729966876
ARMC7,0.22683996162195658
CWC25,0.2267603911736928
ATP6V0D1,0.22651478158195265
HAUS1,0.22635523168639224
ADAT2,0.22631713363971054
CCDC6,0.2262777090292658
TEX10,0.22615129244827617
BRD2,0.2243991574366464
GPS1,0.22382311429586904
PRDM4,0.22303466357840884
GLRX5,0.222929305981663
ATRIP,0.2223830020715449
NCAPH2,0.22210334077912647
NAA15,0.22207054900187348
COA5,0.2219500542752713
ZNF207,0.22153102533007077
TAF6,0.22112924447098942
MMS19,0.22100065813265807
WDHD1,0.2206669885149152
SDE2,0.22038904162777703
MZT1,0.22036896834113023
ZBTB44,0.2187722667996978
PSMC3,0.2187022043059664
NDUFB4,0.21847802484372597
PSMG4,0.21790238521925878
DHX37,0.2177164900864036
ARID5B,0.21639695953013108
DBF4,0.21634758029515397
KDM5C,0.21599575184447564
KIF18B,0.21594722300742725
HSPH1,0.2158526183824207
UQCC2,0.2155013212533583
DTYMK,0.21535583350230064
DNAJC9,0.21440616692893005
HSD17B10,0.21431699727603265
CDK12,0.21406874006643473
UQCRQ,0.21381764391164487
RPL36A,0.21339930865092122
ATP6V1C1,0.21282740437470138
RINT1,0.21264145621005193
RPP40,0.21218474973390633
THAP11,0.21198280262807911
PGS1,0.21171516792482536
UBA2,0.2116777625046528
KCTD10,0.21125825519741634
NOLC1,0.211251563993311
NRBP1,0.21123870433983777
RCC1,0.21051756899194188
ATP1A1,0.21008525283428553
PIK3C3,0.20998373682533586
SPEN,0.20962521399372422
RAB18,0.20951009417201083
NDC1,0.2093309551290129
WDR75,0.20883477554139815
MEX3A,0.20866145235344663
TUBGCP2,0.20857248462648312
SEC61B,0.20808444654790234
PET117,0.2079553181852328
REXO2,0.20756131278386541
SDHA,0.207221560458378
ANKLE2,0.20711662312823476
COMTD1,0.2067146249833089
THOC6,0.2065708806528228
MCM3AP,0.2065400451408017
NELFB,0.2060769758135575
DCAF6,0.20584708861901552
HMX3,0.2054842078982249
NDUFAF5,0.20496368242175914
GMIP,0.20435804704911675
MRPS25,0.20434012172763683
PIAS1,0.20401757265810044
PRRC2A,0.20374914801783894
VARS2,0.20343534330338367
CENPJ,0.20335551553875408
C19orf25,0.20315881029569682
NHP2,0.2029587055416307
MRPS17,0.20292816120866106
UNC50,0.20240244989502612
RRN3,0.20239205793822376
MRPS23,0.20220427610489888
ATP6V1F,0.20203802908323004
RPP14,0.2014307845537069
C5orf30,0.20130882103543188
NSF,0.20060103297920992
NDUFA4,0.20036845536801778
BRIP1,0.20036096480946575
UTP25,0.20030521074815422
NDUFS5,0.20026797383214978
UBE2M,0.20011229254812796
CRLS1,0.19992158278094907
UFL1,0.19959121984402267
LENG8,0.1990329807655981
HDAC3,0.19866585810278503
CTNNBL1,0.19863608761816776
DRG1,0.198030155538608
SRFBP1,0.19792305862056542
UFM1,0.19771467027350403
NFKBIE,0.19709243417269284
DHX9,0.19701306528391446
CD3EAP,0.1964307438245474
SLC7A6OS,0.1963016884765293
C12orf45,0.19589802078391738
USF2,0.19575526015162284
TXNL4B,0.195328722678967
POGZ,0.19517066294336538
MRPL41,0.1951628987254275
TCOF1,0.19492625890874332
GLE1,0.1945923380879517
METAP1,0.19444937490181224
HTATSF1,0.1944358631943477
HERC1,0.19420197303168218
NBAS,0.19395185585599625
TOP1,0.19368495202828181
GAK,0.19368276763983916
ENO1,0.19365033183050118
ADRM1,0.19348541177486783
ANAPC4,0.1934187411794528
FASTKD5,0.19320250944350892
CHMP1A,0.19319708221057708
PRKRA,0.19285574352111537
CEP192,0.19247572201752064
COQ4,0.19222086852308085
TADA1,0.1917670545706414
KANSL3,0.191586366366029
CAPZB,0.19154185057648193
PGK1,0.191016782097426
COPS5,0.19078494840532945
SLC35A4,0.19057432037720295
MYCBP,0.1902376854920563
COPS4,0.19010766493516967
MRPS26,0.18970341845000743
POLR3C,0.18962491722579358
RBBP5,0.18932000852933448
ESYT2,0.1892706335695461
NSUN4,0.18899891633935068
DNAJA1,0.18889575660091928
SLC39A9,0.18862506319348885
TIMELESS,0.18843309661637997
NUBP1,0.18836733686391505
PSTK,0.18794657217911828
POP5,0.18765116649278918
STIL,0.1873216973901166
MRPS34,0.18693417004081814
AP2S1,0.1866738432990077
SRSF7,0.186392694421623
TMEM258,0.18637707228033223
HLA-C,0.18615902293745948
TOX4,0.18612341592734144
STX5,0.1859077454006148
AIFM1,0.18562487222122645
ERCC2,0.18534218860149382
CRCP,0.18495229874964245
NARS2,0.18477308653759392
BCLAF1,0.184560364436547
TTI2,0.18429260714478896
SRP9,0.1835949546916704
EEFSEC,0.18356337067352496
ISG20L2,0.18354547482564748
MAP2K7,0.18340693807673508
NDUFB6,0.18293352604969343
CSTF3,0.18251931368828034
GGPS1,0.18235831805124744
GPS2,0.18229497713033382
GEMIN8,0.18225552666621714
SNRPA,0.1822458838509902
ACTR1B,0.18215908357890426
MRPS10,0.18182994239741515
SUGP1,0.1814293512008367
NELFCD,0.1813548888807783
PPP1R11,0.18135324696299615
UHRF1,0.181337759456321
CDC7,0.1811270465053481
BRF2,0.18081781260542018
RTRAF,0.18072438148616166
TUBGCP3,0.17994281224926578
DKC1,0.17902134270883996
MON1A,0.17897463232036503
DDX17,0.1786100539178794
CLP1,0.17819316075684583
SRP14,0.1779270442268673
PDCD7,0.17786336615154394
RNF40,0.17729663641559976
SNRNP40,0.1772050988803308
AGBL5,0.17634521936710235
UBA5,0.17609183077081708
AURKAIP1,0.1753500807997736
MBD3,0.17462994717738892
LAMTOR1,0.17462883141168678
ACTL6A,0.17455070642106607
TPR,0.17436357363557697
PDRG1,0.17433460152791921
ATF4,0.17419435436640895
PREB,0.17379633496259853
SAMD4B,0.1737357072695786
ZMYM4,0.17303948083471424
SMARCE1,0.1730036635798819
WTAP,0.17266643575362745
MPG,0.17256920236035286
STT3B,0.1719025817837761
POLG2,0.17182861445092362
RABGGTB,0.1713772338539119
ANAPC13,0.1713502904078263
RAD51C,0.1710247276447585
ATP11B,0.170740220154054
PHF10,0.17064634799588754
MCL1,0.17036548036944357
DCLRE1B,0.17033323521076027
NEDD1,0.17028137906862334
TACC3,0.16962738771533348
ARFRP1,0.1695238854708271
KIF18A,0.16921817395662864
RAD21,0.1684984955649791
CMC4,0.16829272098476597
MRPS5,0.16817968511439127
ORC6,0.16806053652082287
WBP1,0.1680551346563181
SUPT20H,0.1675931981511511
SKP1,0.16728095700260498
NPM1,0.16702187908395202
ARL4D,0.16650088575827915
ACTR8,0.166314028299788
WDR54,0.16612430397308625
ARIH1,0.16595186046798557
C1QBP,0.1656270021698293
NOL9,0.16561807249699295
SDC1,0.1655350459274701
COG1,0.16524668843402496
INPPL1,0.16436610947221802
SLC35B1,0.16435962739836285
TADA3,0.16421049868224144
NDUFS3,0.1637582944958697
MICOS10,0.16360444172764219
PTPN23,0.1635483704169101
RPRD1B,0.16349985906136677
SPOUT1,0.16342016737782245
ZRSR2,0.16333504176742053
ACTR6,0.16308618249025017
EMC4,0.16249853566472167
EEF1B2,0.16236165574745004
YEATS4,0.16192682604385927
HIST1H2AE,0.16191769548884088
HAUS4,0.16138270371686242
PPP2CB,0.16131689708949742
HAUS5,0.16114432551788832
METTL17,0.16110353670703606
TSPYL5,0.16077293869615394
THRAP3,0.16067142352937347
PLK4,0.1598584711615342
NPM3,0.15957915485477758
SARNP,0.15955817857481389
UBE2L3,0.15907396238847304
SNRNP35,0.15880447133310885
PTEN,0.15878520665113424
CINP,0.15875942621833916
TAF1D,0.15874208003546578
BANF1,0.1584632372395015
VPS33A,0.15826329716980714
POLR3D,0.1581611857586754
GTF2H3,0.15815124987081008
VPS54,0.1580767651932818
COPS2,0.15788524916243674
CAMLG,0.15776376842521433
ARGLU1,0.15723335458768173
PSME1,0.15660300974237978
COG2,0.15640267656257772
DCTN1,0.15624393493359584
ARL6IP6,0.15575852024345851
KDM6A,0.1556029084933595
DPY19L4,0.15542538290365132
SPATA5,0.15506988680834227
SARS2,0.15457225470969643
FKBP9,0.15423670967408304
PTMA,0.15419568588901333
TRAPPC4,0.15409249464773728
NSMCE2,0.15397401921582493
BCS1L,0.15329121993434922
SUGT1,0.15308547684513318
VPS29,0.15277112870810772
CDC45,0.1527490077488935
BRF1,0.15210321829763251
C7orf26,0.1514946147708119
NDUFAF3,0.15145130450193428
COG4,0.15138170788943253
SETD2,0.15131124651958472
LARS2,0.15129448051437522
USP8,0.15105877407074594
CBLL1,0.1509714435135274
RTEL1,0.15079783136325153
LAMTOR3,0.15074634886170282
CAD,0.15065534653677382
MRPL23,0.1505860454455335
CENPN,0.15055339785979033
SRSF6,0.15052018777326076
PTGR2,0.1503198332435356
CSTF1,0.15026113038748823
PFDN5,0.15025509697350323
PIK3R4,0.15023888567525315
EIF1AD,0.14967395970268024
PDCD2,0.14923952177427743
VPS25,0.1487253308305454
KCMF1,0.148650711752849
SKA1,0.14845314835207282
SRP19,0.1483604228961127
INTS1,0.14827232540149432
NCAPD2,0.14816275294016223
PSMG2,0.1478704826845984
PGD,0.14735335901087454
SLC35G2,0.14706798737530274
GMPS,0.14643953816577002
HAUS8,0.14633143139050936
VPS35,0.14537825123200102
USP14,0.14523301744745654
MED26,0.14501496782967702
ADSL,0.14490077660882766
H2AFZ,0.14479373466267056
ZNHIT6,0.1446907182184064
ATL2,0.14459004661598532
SKA3,0.14443254566262437
GLB1,0.14423909524555592
ZW10,0.14420880514984707
GSK3B,0.1440510560151203
ACTB,0.14400532633428179
ABHD11,0.14359432103456304
IFITM3,0.14331280215704711
SUMO2,0.14302073532683993
WDR92,0.1428569494627513
UPF3A,0.1426992864525568
BANP,0.14245456074027757
CSNK2B,0.14203742043357506
CEP97,0.1417825082493172
PTPN11,0.14129405565186895
COPS8,0.14106805311335158
MRPL1,0.14084881720397052
NFATC2IP,0.14072661477357912
SKP2,0.1402325200276715
LST1,0.1401518519443867
WDR61,0.1395249774262472
URB2,0.13951257235364925
CENPE,0.13819277664842625
PEX19,0.13767592436618187
MIS18BP1,0.13756335590134233
PPP2R1A,0.13754112196080667
GTF3C6,0.13734428193380582
VPS51,0.1372134532006975
PDCD5,0.13715481433986715
GFOD2,0.1370475098521526
JMJD6,0.1368084532610585
NELFE,0.13551503927376934
OLFML3,0.1354570806224023
FNBP4,0.13545282755922303
TKT,0.13536910910637745
NASP,0.13520726118452164
POLR1A,0.1351908249674993
SETDB1,0.13475505534410712
WDFY3,0.13466604987366193
SERPINB1,0.13459813972748932
PPP4C,0.13431834538321097
PNKP,0.13345422339953078
CFL1,0.13334564830525752
SOD2,0.13283284734641845
C19orf53,0.13232118956485406
TBPL1,0.13210306120236076
TUBA1C,0.1320010057014659
SNUPN,0.13196446834978168
VPS72,0.13167406787210043
GABPB1,0.13160752316004592
MRPL45,0.1309952230155671
TWNK,0.13041695646404472
RPP21,0.13010485321802723
PSME2,0.13010144421480788
MIOS,0.13002369158122906
SNRNP25,0.12971402142170135
SENP6,0.12937256544569273
COX17,0.12888084193735824
PCNX3,0.1288188424100224
INTS12,0.1281334358486076
TIPIN,0.1275191857830257
ZNF100,0.1264860284622753
MMGT1,0.12635413822385716
E2F6,0.12619268375218784
INTS10,0.12603902024288605
HNRNPR,0.12600465369298947
DDX42,0.12580386870104657
FAM133B,0.1255331608865957
CPNE7,0.12543823293204148
NMT1,0.12487818347587074
XRN2,0.12474626029591696
EDC4,0.12410857818010722
CA5A,0.12389664632432679
RPL28,0.12348810222110299
TUBG1,0.12294728553107002
FDXR,0.12233660448270128
HEXIM1,0.12229660821534821
SACM1L,0.12199882460237134
PPP6C,0.12158891588620421
WDR55,0.12146275505131193
ACD,0.12143321423183404
NOL7,0.12143198554298078
CBX1,0.12142418045225035
TAF11,0.12142121859326613
RANBP2,0.12131462143062255
SRRM2,0.12115960502025955
CLPB,0.12070608051732074
IPO11,0.1204911732577959
LRP5,0.12043167946134554
DCTN3,0.12025220167639532
MASTL,0.12010992396368983
FASN,0.11955588212645575
VBP1,0.11942656642812155
ASCC3,0.11934005890887119
TMEM214,0.1193295893294174
MED18,0.11924220183505557
PPP1R37,0.11911221152030996
HSD17B12,0.11870295624634178
CD2BP2,0.11834680730928293
ORC5,0.11774294915675021
PHF12,0.11743426834070483
HJURP,0.11689783679214742
GTF3C1,0.11679646489006915
NCOA4,0.11677359863424677
HAUS3,0.11668781247813939
CHCHD1,0.1162731207341384
KIF20A,0.11601408863393754
EMC7,0.11579031892996525
AARS2,0.11559041433239273
KIF14,0.11556953495810596
NOC2L,0.11525918194919903
EIF4B,0.11514208919873148
FBXW7,0.11474613043274595
EXOSC10,0.11423931267511238
CUL1,0.11350580916523142
GTF2H2C,0.11306699725058433
ZC3H13,0.11262223424405163
LTBP4,0.11259166987156566
GLMN,0.11226627016134572
IMPDH2,0.11222901173078435
BOD1L1,0.11217952360876216
CHMP4B,0.11212637197475518
POP7,0.11190588816151906
DHODH,0.11177498014048798
SCD,0.11170246230963998
SDHAF2,0.1114298296476415
RSRC2,0.11133614073160683
CPSF1,0.11119686743582986
CENPP,0.11100726892504909
TSFM,0.1109440965843086
SETX,0.11088287178701393
MEN1,0.11080587325066299
RNF8,0.11050643977971314
MYSM1,0.11028861879377805
DAXX,0.11012246138223412
SPATA5L1,0.10996924182072527
DNMT1,0.10912422196661709
SEC62,0.10886654895943526
PSMD9,0.10882434477758174
DCTN2,0.10858019673239033
LRR1,0.10852048765837785
VEZT,0.10834743700269314
TAF1C,0.10833097090655308
PTPMT1,0.10813733902715972
ARPC4,0.1075263780373884
ANAPC5,0.10742183052497084
USP36,0.10723965028250218
ISCU,0.10614912997502013
CCNB1,0.10574132207975818
NUFIP1,0.10558859462196252
ZCRB1,0.10556995301215061
AP2M1,0.10546828984311377
KPNA6,0.10546393817352243
ESF1,0.10496334708777832
RPLP2,0.10427903538945596
PDCD6,0.10407634617865515
NSL1,0.10407322505935573
SP2,0.10298752954296694
COASY,0.10239378794306911
FEN1,0.10218896331111937
PCID2,0.1020923353042109
CS,0.10203458127180191
RBM14,0.1013078158018038
CDC20,0.10129529338335222
QRSL1,0.10118817645138439
PFDN4,0.10105503764347584
TERF1,0.10084191068538279
METTL1,0.10065588906184748
ATR,0.10059362149658135
INTS14,0.1003164294433189
MST1,0.10028573693403167
PFN1,0.0997719161428437
SASS6,0.09848503683015991
METTL14,0.09826347793017749
IPO7,0.09820901432077035
CUL3,0.0978783209139106
COPE,0.09712465909280055
BRD8,0.0970418238519232
EXOC1,0.09694682880283337
RNF168,0.09680165119359257
ZNF24,0.09656846364436905
ERCC3,0.09640322578417657
SLC7A5,0.09619298168778694
TMSB10,0.09586165338785146
ANAPC11,0.09557406623880317
CCND3,0.09523407053413185
POLR1C,0.09503231526761124
KIF4A,0.09482049749689886
MIS18A,0.0947348252546898
HSP90B1,0.0946085448092174
POLR1E,0.09434418366900837
BPTF,0.0941334360152108
CHMP7,0.0940916034280218
ALDOA,0.09407019973976002
DDX5,0.09407007680765356
URB1,0.09386866035087053
GOLT1B,0.09351558370068055
FBLIM1,0.09327528372075228
NUDC,0.092570922781333
MRTO4,0.09253811466423367
SETD5,0.09247859982967505
ADNP2,0.09243207738471146
ZNF706,0.09235549512084111
TMEM199,0.09221988984019741
FOXL2,0.09197237280939285
CHTOP,0.09159498447119566
ARID3A,0.09154874203191293
NDUFA11,0.09146890337815117
SEPHS2,0.0914049365586252
GMPPB,0.09134257930815995
C17orf58,0.09126589641097611
MTG2,0.09110394307013832
ZBTB17,0.09099595759106514
LPIN1,0.0909358460979369
UBE2D3,0.09074536702659695
ING3,0.090563319281393
YKT6,0.08962314751565706
SMAGP,0.08960554221942518
PARN,0.08953768645831353
DDX51,0.08945217621940063
CCT8,0.0893849511174759
UQCRH,0.08927515612338788
NUDCD3,0.08900170889847721
ALG13,0.08882661659155916
NAA10,0.08824405917937365
CENPH,0.08817082689852507
ABCB10,0.0877874963405886
NUP133,0.08778309068685862
BRCA2,0.08736795585629184
COTL1,0.08724884371186821
ANKRD11,0.08713239878844875
EXOC2,0.08700560707965854
CAP1,0.08679663824004204
CNIH4,0.08670767473594326
ACTR10,0.086398777378633
MZF1,0.08617123186564665
PPP2CA,0.0861309228237229
SOD1,0.08502608463274137
CHTF18,0.08494320587952787
SNAPC5,0.08487124049548628
MAD2L1,0.08469429753037196
NCAPG,0.084183373660285
ORC3,0.08410586033827745
SYS1,0.08391422380614534
TFB1M,0.08377898128193473
NUB1,0.08376159866995736
SUDS3,0.08229494230812742
RPL29,0.08203391821079092
TFRC,0.08180794286101478
NCKAP1,0.08134438189551643
SHQ1,0.08066255376179877
TUBGCP4,0.08047491373820687
CSNK1A1,0.08034156914550078
METTL3,0.08028991398219307
USPL1,0.08024213003287418
COQ5,0.08001719157535833
INO80B,0.07957823373490813
CHCHD2,0.07943267329237813
INTS13,0.07898445514542354
TTF2,0.07888559620299651
CUL2,0.07881620866174799
BAG6,0.07880095111338559
ZMAT5,0.07844891156575567
INO80,0.07842469162209795
LTBP3,0.0782638769587797
UMPS,0.07809011453058
POLR3H,0.07773959740402427
ATP5ME,0.07737804307321851
CMTR2,0.07730495443568255
LEO1,0.0772608087101381
UBE2H,0.0771939534877692
INO80C,0.07697078454061031
NDUFB7,0.07688180540504118
NEMF,0.07643210743373573
ANLN,0.07623567535183406
CCDC115,0.0756653831059132
CABIN1,0.0747148560330655
PPP2R3C,0.07443609848180226
TLN1,0.07432153907616432
STRIP1,0.07343099954635707
CRKL,0.07336841643944574
PSAT1,0.07293157820307834
PWP1,0.07286753198838519
SPG7,0.07279961610047729
RBM33,0.07265860799620005
STXBP4,0.07221709531730225
LAS1L,0.07139593547096915
GET3,0.07080452112033143
AASDHPPT,0.07042735530568227
SHC1,0.07040005348655559
CDK2,0.0700836960187379
HOXC10,0.07006959296059832
GNPNAT1,0.07002593756403723
RFT1,0.0699914539620157
ALG2,0.06989400218243172
DOLK,0.06965155534276417
MAGOH,0.06913422455461177
TIMM8A,0.06880684503790238
MOCS3,0.0684432442222526
BRK1,0.06823829893284758
NCAPD3,0.06803849552046207
COX11,0.06801042320509215
ACTR2,0.0678872318715702
DDX21,0.06767767664664417
NDUFB3,0.0676531705902975
HNRNPH1,0.06761423658807311
FAM207A,0.06746102659966755
ZRANB2,0.06723393422280118
INO80D,0.06697960984900633
TGS1,0.06652651220852757
STAT5B,0.06632909822438539
OSTC,0.06594241876977613
ELP6,0.06587245613626655
SNX15,0.06524888971712972
HECTD1,0.06457364045095679
BARD1,0.06299591904501597
SP1,0.06288318319305879
TMEM127,0.06257408791174096
NOS1AP,0.06253211074084408
RPN2,0.06248741375466646
HNRNPA1,0.062392132899608224
CHCHD3,0.06231317865586587
TMED2,0.0616111341766629
KAT7,0.06150164442966087
ZNRD1,0.06147908331594626
BUB1,0.06107726684985801
C9orf78,0.060832097054299344
MRGBP,0.060342129043605156
ENY2,0.05989894886222105
GCLC,0.059856643899243285
TAF6L,0.059017096761851136
CIAO1,0.05868712794118299
COG6,0.05805482695249109
TAF1B,0.05781003407345926
PUF60,0.05669561792669413
GTF3C5,0.05639226626662841
EFR3A,0.05634988304321884
SS18L2,0.05628154607540721
MT2A,0.05607166161440117
GABPA,0.05570833332169342
GNB1L,0.05567831140850695
PALB2,0.05566815301914371
ORC4,0.05514272258384991
RHOQ,0.05455887677079171
NFRKB,0.054350545800434316
KLC2,0.053648358956505215
GNPAT,0.053338135756516775
AAAS,0.052997060644167246
ERAL1,0.0529038057300637
CLASRP,0.05271550333357692
CENPT,0.05234732379132589
PPP1R2,0.05212783410521399
COX6C,0.05208435519489196
BTF3,0.05144842238595078
PDPK1,0.05128699470383574
PTPN1,0.05090587165579434
TUBGCP5,0.05034131120937927
PAFAH1B1,0.04907021250814977
TFB2M,0.04896859703445146
PFDN6,0.048506377850200004
ABHD17A,0.048501908589056855
SNTB2,0.048398331556716176
HPS5,0.04820784814306272
DDX55,0.04797348695541645
TPT1,0.047908758731696574
METTL23,0.047519185489446863
NUP43,0.04735211251604865
ZNHIT3,0.04644089954540159
POLR3E,0.046433417480867725
EXOC8,0.04637390671469151
IWS1,0.046351563455086356
C1D,0.046326617857854135
EXOC5,0.04586593373132147
GTF3A,0.04586137463812377
DRAP1,0.04556191456018893
RCOR1,0.04531207461292358
ZNF720,0.04527459415928943
RAB6A,0.04475217654960632
SEC63,0.044521732750514145
SDHC,0.04378506500362442
SCNM1,0.04328123446361318
MSRB1,0.04317433507964869
NAGLU,0.04247858573644309
FAF2,0.04202819304083177
TRNP1,0.04184164323130343
WDR4,0.04140585887457883
DPH3,0.04125443427840334
TBCA,0.04085594157277443
CEP152,0.04063703825966412
DCTN6,0.040333583595494146
SPRTN,0.04030907025860109
IST1,0.04019766897820024
XRCC2,0.04006447169736273
RAD9A,0.03995355434195373
PPME1,0.039858305286278914
DCTN4,0.03913499037266882
NOP10,0.03899333018211522
IFITM2,0.03893332492137537
PXN,0.038267631574403466
MIPEP,0.038051574761701866
SRPRB,0.03789923541175089
MAD2L2,0.037301905923112694
PFDN1,0.036911541746347046
DPH2,0.03683628913443189
PPIL1,0.03560035557926641
KIAA1143,0.03519695906083118
ANKS6,0.03466068606020278
SNF8,0.03440451147705501
PKMYT1,0.034255126303508104
MLST8,0.033500614238036436
DDX19B,0.03300936345427907
EXOSC1,0.03281963967384371
DNM1,0.03249592418447131
DPH6,0.03219792449098226
MANF,0.03205218829955607
ASF1B,0.030265818741046877
BCL2L1,0.02968685448426808
PSMG1,0.029381514366686935
NUP214,0.029207272643076446
CLCC1,0.028792915807126326
SLC25A3,0.028680900073200545
TBCC,0.02849555522416838
LIMS1,0.028427407342725516
PIGH,0.027937950152213786
UCHL5,0.027507967560477666
SERBP1,0.02743919011313788
SGPP1,0.02685097649005973
KLF7,0.02684012667201654
NAF1,0.026768280366048808
SPTLC1,0.026256290385698246
YPEL1,0.025713060970934835
SRP72,0.02543895008419649
TEN1,0.024830630419052847
TOR2A,0.024618124087881693
POLR3K,0.024273689933919096
YRDC,0.023560846985745884
RAD51D,0.023427817859689552
TEAD3,0.023239118690973167
ANAPC10,0.02315335379315386
GTF3C2,0.023130961122737454
RNF14,0.022638152616197043
CCAR1,0.02239552376492437
WDR83OS,0.021972027986027477
PLEKHN1,0.021773311367655805
GLRX3,0.02161946705601192
TRAPPC11,0.02111323941222517
MKRN1,0.020442871794059528
C9orf16,0.019209884236016304
TRMT6,0.01891299106643282
H3F3A,0.018896428619262107
RPE,0.018762689182935343
DDX19A,0.018574873075896565
POLG,0.01750872745765927
ZNF468,0.01716451102718146
RPIA,0.01643950014456522
KDM2A,0.016182080634836664
GRWD1,0.016109078384354186
SRF,0.015572327673809963
HMGA1,0.014896592712072033
RAC1,0.014580533289269504
KAT5,0.014136292906081215
SRA1,0.013864883395460421
ANKRD49,0.013184175399357383
SBNO1,0.012707783671497292
RPP38,0.012442773263378192
WDR18,0.011725589773009838
TBCD,0.011700878772379138
N6AMT1,0.011331107825046458
CNOT10,0.011080609596783603
MPHOSPH6,0.010806855671496066
TLCD1,0.010799182943072505
MBTPS1,0.0105752068556163
REV3L,0.010333590111070705
VHL,0.00999548666728701
KXD1,0.009914374957561652
GUK1,0.00968041772461213
TRAIP,0.009483551098780497
SPTSSA,0.008922296651104495
USP10,0.008201072920982226
NHLRC2,0.00810406989644432
RAD17,0.007974554205739937
ZC3H4,0.007918112057419035
TUBB2A,0.007712436833915454
UQCRC2,0.007305996881211821
POLR2M,0.007045691645633043
EWSR1,0.006791431727154306
PTK2,0.006598995660693281
TM7SF2,0.005826894304327397
DPM2,0.0046526879892015705
NISCH,0.004114148269919279
NKAPD1,0.003966814077470401
LAMTOR2,0.0038930136945476493
BRCA1,0.0018503674127158835
SPDL1,0.001791898470688974
UROD,0.0017698704748539684
GLI4,0.0013926423165775206
GTF2H2,0.0007467391088998923
HIPK1,0.000569562115116838
CHORDC1,0.00044513276773938074
CLK2,0.0002809325400323394
CCNC,0.0001778227207401093
RNF123,-3.332197071479262e-05
NUDT15,-0.00033149532214783034
EMC1,-0.0005703586698390661
PPA1,-0.0019955809544030725
SEC16A,-0.002797815923990001
PRPF39,-0.0036105837647788233
EGLN2,-0.003618272602335118
HUS1,-0.003797183405760558
TUBB,-0.004037468681816906
PARS2,-0.004045112677779425
NUP35,-0.004766864505655444
TUBGCP6,-0.005686812875226112
ZNHIT1,-0.005787285723783131
CENPW,-0.006068324339428636
UXS1,-0.00718727045495971
WNK1,-0.00793077202287203
INF2,-0.009132946548011967
HS6ST1,-0.009534158051967754
PDCD6IP,-0.009670629506395892
TAF1A,-0.01002044525369365
