kd,J,is_secretory_kd,is_neg_ctrl,is_ribo_kd
CCDC115,0.02123192511498928,False,False,False
CCDC137,0.02392168715596199,False,False,False
CCDC174,0.017731480300426483,False,False,False
CCDC59,0.026003830134868622,False,False,False
CCDC6,0.018063141033053398,False,False,False
CCDC84,0.016383199021220207,False,False,False
CCDC86,0.020404264330863953,False,False,False
CCNB1,0.018057415261864662,False,False,False
CCNC,0.026285920292139053,False,False,False
CCND3,0.022607550024986267,False,False,False
CCNH,0.02349536493420601,False,False,False
CCNL1,0.04976961016654968,False,False,False
CCNQ,0.014530333690345287,False,False,False
CCP110,0.016989130526781082,False,False,False
CCT2,0.008637888357043266,False,False,False
CCT3,0.01367519237101078,False,False,False
CCT4,0.015473229810595512,False,False,False
CCT5,0.02000746876001358,False,False,False
CCT6A,0.0010005391668528318,False,False,False
CCT7,0.003083938267081976,False,False,False
CCT8,0.03367896005511284,False,False,False
CD2BP2,0.016308683902025223,False,False,False
CD3EAP,0.019372060894966125,False,False,False
CDC123,0.016599973663687706,False,False,False
CDC16,0.03142034634947777,False,False,False
CDC20,0.019949862733483315,False,False,False
CDC23,0.035884663462638855,False,False,False
CDC26,0.03058549016714096,False,False,False
CDC27,0.020063018426299095,False,False,False
CDC42,0.024692177772521973,False,False,False
CDC45,0.02360849268734455,False,False,False
CDC5L,0.019498709589242935,False,False,False
CDC6,0.03799509257078171,False,False,False
CDC7,0.022442443296313286,False,False,False
CDC73,0.017617322504520416,False,False,False
CDCA5,0.04057503491640091,False,False,False
CDIPT,0.016745667904615402,False,False,False
CDK1,0.026811668649315834,False,False,False
CDK12,0.013842564076185226,False,False,False
CDK2,0.020922847092151642,False,False,False
CDK9,0.017712261527776718,False,False,False
CDT1,0.04392559081315994,False,False,False
CEBPZ,0.018206536769866943,False,False,False
CENPC,0.03741045668721199,False,False,False
CENPE,0.021780306473374367,False,False,False
CENPH,0.01176148559898138,False,False,False
CENPJ,0.017382511869072914,False,False,False
CENPK,0.03532997891306877,False,False,False
CENPN,0.026146089658141136,False,False,False
CENPP,0.02051018550992012,False,False,False
CENPT,0.02059374377131462,False,False,False
CENPW,0.023265326395630836,False,False,False
CEP152,0.011306547559797764,False,False,False
CEP192,0.01831069588661194,False,False,False
CEP68,0.02130456268787384,False,False,False
CEP85,0.014658556319773197,False,False,False
CEP97,0.017888855189085007,False,False,False
CFL1,0.022143375128507614,False,False,False
CHAF1A,0.016585929319262505,False,False,False
CHAF1B,0.01533479057252407,False,False,False
CHCHD1,0.018281547352671623,False,False,False
CHCHD2,0.021923772990703583,False,False,False
CHCHD3,0.013006607070565224,False,False,False
CHCHD4,0.01631947234272957,False,False,False
CHD4,0.013017462566494942,False,False,False
CHEK1,0.04626324772834778,False,True,False
CHERP,0.01997932232916355,False,False,False
CHMP1A,0.02500217966735363,False,False,False
CHMP3,0.02660081721842289,False,False,False
CHMP4B,0.015173178166151047,False,False,False
CHMP5,0.019044632092118263,False,False,False
CHMP6,0.025004317983984947,False,False,False
CHMP7,0.011451181024312973,False,False,False
CHORDC1,0.019607745110988617,False,False,False
CHTF18,0.019278140738606453,False,False,False
CHTOP,0.02152695134282112,False,False,False
CIAO1,0.023719724267721176,False,False,False
CIAPIN1,0.022341493517160416,False,False,False
CINP,0.02454238012433052,False,False,False
CLASRP,0.014982865191996098,False,False,False
CLCC1,0.022575344890356064,False,False,False
CLK2,0.01862807385623455,False,False,False
CLNS1A,0.020118214190006256,False,False,False
CLOCK,0.015884442254900932,False,False,False
CLP1,0.01672869548201561,False,False,False
CLPB,0.020087361335754395,False,False,False
CLTC,0.03330144286155701,False,False,False
CMC4,0.016793426126241684,False,False,False
CMPK1,0.01670711115002632,False,False,False
CMTR1,0.02381102181971073,False,False,False
CMTR2,0.02557605504989624,False,False,False
CNIH4,0.01526438258588314,False,False,False
CNN2,0.021891754120588303,False,False,False
CNOT1,0.020412161946296692,False,False,False
CNOT10,0.025800837203860283,False,False,False
CNOT11,0.027448099106550217,False,False,False
CNOT2,0.021150708198547363,False,False,False
CNOT3,0.021684296429157257,False,False,False
CNOT9,0.023257337510585785,False,False,False
COA5,0.012238072231411934,False,False,False
COASY,0.014648834243416786,False,False,False
COG1,-0.0024559181183576584,False,False,False
COG2,0.02051185443997383,False,False,False
COG3,0.031086813658475876,False,False,False
COG4,0.014663264155387878,False,False,False
COG6,0.019306134432554245,False,False,False
COMTD1,0.016669031232595444,False,False,False
COPE,0.028604108840227127,False,False,False
COPS2,0.018762433901429176,False,False,False
COPS3,0.020367348566651344,False,False,False
COPS4,0.01819733716547489,False,False,False
COPS5,0.010247016325592995,False,False,False
COPS6,0.01788271777331829,False,False,False
COPS8,0.03220755606889725,False,False,False
COQ2,0.017485780641436577,False,False,False
COQ4,0.01634572073817253,False,False,False
COQ5,0.02168167755007744,False,False,False
COTL1,0.02214815653860569,False,False,False
COX10,0.019531751051545143,False,False,False
COX11,0.029872329905629158,False,False,False
COX15,0.025074856355786324,False,False,False
COX17,0.01259814016520977,False,False,False
COX5A,0.019329970702528954,False,False,False
COX5B,0.01888803020119667,False,False,False
COX6C,0.015466498211026192,False,False,False
COX7B,0.01287069171667099,False,False,False
COX7C,0.018478505313396454,False,False,False
CPNE1,0.04426731914281845,False,False,False
CPNE7,0.027773505076766014,False,False,False
CPOX,0.020046241581439972,False,False,False
CPSF1,0.01783643662929535,False,False,False
CPSF3,0.019268682226538658,False,False,False
CPSF4,0.019615856930613518,False,False,False
CPSF6,0.01991382986307144,False,False,False
CRCP,0.01627100259065628,False,False,False
CRKL,0.010875875130295753,False,False,False
CRLS1,0.016650298610329628,False,False,False
CS,0.014707650989294052,False,False,False
CSDE1,0.017420638352632523,False,False,False
CSE1L,0.024581046774983406,False,False,False
CSNK1A1,0.023957055062055588,False,False,False
CSNK2B,0.01881060004234314,False,False,False
CSTF1,0.007522951811552048,False,False,False
CSTF3,0.019842954352498055,False,False,False
CTCF,0.013584992848336697,False,False,False
CTDP1,0.014689930714666843,False,False,False
CTNNBL1,0.039405375719070435,False,False,False
CTR9,0.02498186007142067,False,False,False
CTU2,0.016653481870889664,False,False,False
CUL1,0.022113503888249397,False,False,False
CUL2,0.016973650082945824,False,False,False
CUL3,0.018341626971960068,False,False,False
CUL7,0.024253349751234055,False,False,False
CWC15,0.016748573631048203,False,False,False
CWC22,0.02143746428191662,False,False,False
CWC25,0.011973966844379902,False,False,False
CWF19L2,0.0123174749314785,False,False,False
CXXC1,0.02239220403134823,False,False,False
CYC1,0.028049567714333534,False,False,False
CYCS,0.015994012355804443,False,False,False
CYFIP1,0.024870436638593674,False,False,False
CYREN,0.015042309649288654,False,False,False
DAD1,0.02689872309565544,False,False,False
DAP3,0.020596619695425034,False,False,False
DARS,0.01313446182757616,False,False,False
DAXX,0.019187357276678085,False,False,False
DBF4,0.017870524898171425,False,False,False
DBR1,0.027432098984718323,False,False,False
DCAF6,0.015132203698158264,False,False,False
DCLRE1B,0.016798436641693115,False,False,False
DCTN1,0.02282799780368805,False,False,False
DCTN2,0.021899769082665443,False,False,False
DCTN3,0.01580052077770233,False,False,False
DCTN4,0.0163690485060215,False,False,False
DCTN5,0.006734018214046955,False,False,False
DCTN6,0.029922429472208023,False,False,False
DCUN1D5,0.01465030200779438,False,False,False
DDOST,0.02603912726044655,False,False,False
DDX1,0.01683812215924263,False,False,False
DDX10,0.027786917984485626,False,False,False
DDX11,0.01607319712638855,False,False,False
DDX17,0.014592333696782589,False,False,False
DDX18,0.015615636482834816,False,False,False
DDX19A,0.017036082223057747,False,False,False
DDX19B,0.02086620032787323,False,False,False
DDX20,0.016288040205836296,False,False,False
DDX21,0.021180136129260063,False,False,False
DDX23,0.02163839153945446,False,False,False
DDX24,0.024705465883016586,False,False,False
DDX27,0.019724566489458084,False,False,False
DDX3X,0.01563582569360733,False,False,False
DDX41,0.011293407529592514,False,False,False
DDX42,0.0201855655759573,False,False,False
DDX49,0.02364254742860794,False,False,False
DDX5,0.02214328944683075,False,False,False
DDX51,0.018981125205755234,False,False,False
DDX52,0.027671823278069496,False,False,False
DDX55,0.020686835050582886,False,False,False
DDX56,0.02271079830825329,False,False,False
DDX59,0.021610058844089508,False,False,False
DDX6,-0.001224355772137642,False,False,False
DENR,0.008036275394260883,False,False,False
DEPDC5,0.01863892562687397,False,False,False
DERL2,0.024047793820500374,False,False,False
DESI1,0.010184640996158123,False,False,False
DGCR8,0.027799472212791443,False,False,False
DHDDS,0.025318056344985962,False,False,False
DHODH,0.017734427005052567,False,False,False
DHPS,0.014842118136584759,False,False,False
DHX15,0.028645692393183708,False,False,False
DHX16,0.019937168806791306,False,False,False
DHX29,0.026452943682670593,False,False,False
DHX33,0.02284165658056736,False,False,False
DHX36,0.008606024086475372,False,False,False
DHX37,0.027443673461675644,False,False,False
DHX9,0.018881358206272125,False,False,False
DICER1,0.019644947722554207,False,False,False
DIMT1,0.02813536860048771,False,False,False
DIS3,0.02394343540072441,False,False,False
DKC1,0.022808188572525978,False,False,False
DLD,0.02557978220283985,False,False,False
DMAP1,0.014585064724087715,False,False,False
DNAJA1,0.02553069032728672,False,False,False
DNAJA3,0.021712463349103928,False,False,False
DNAJC11,0.020769748836755753,False,False,False
DNAJC17,0.01927616447210312,False,False,False
DNAJC19,0.029719900339841843,False,False,False
DNAJC8,0.03288636356592178,False,False,False
DNAJC9,0.014994408003985882,False,False,False
DNM1,0.022439319640398026,False,False,False
DNM1L,0.021297717466950417,False,False,False
DNM2,0.027746429666876793,False,False,False
DNMT1,0.027820074930787086,False,False,False
DNTTIP2,-0.008412498980760574,False,False,False
DOHH,0.030111106112599373,False,False,False
DOLK,0.019349245354533195,False,False,False
DONSON,0.014112172648310661,False,False,False
DPAGT1,0.010326411575078964,False,False,False
DPH2,0.01910087652504444,False,False,False
DPH3,0.014115982688963413,False,False,False
DPH6,0.017816096544265747,False,False,False
DPM2,0.015555335208773613,False,False,False
DPY19L4,0.01749962382018566,False,False,False
DR1,0.022950371727347374,False,False,False
DRAP1,0.0023177796974778175,False,False,False
DRG1,0.022340897470712662,False,False,False
DROSHA,0.02927350252866745,False,False,False
DSN1,0.01696830429136753,False,False,False
DSTYK,0.018985344097018242,False,False,False
DTL,0.02567681297659874,False,False,False
DTYMK,0.017492055892944336,False,False,False
DUT,0.02301216498017311,False,False,False
DYNC1H1,0.026079803705215454,False,False,False
DYNC1I2,0.043246760964393616,False,False,False
DYNLL1,0.022051332518458366,False,False,False
DYNLL2,0.013775411993265152,False,False,False
E2F6,0.018401600420475006,False,False,False
E4F1,0.014714481309056282,False,False,False
EARS2,0.007432009093463421,False,False,False
EBNA1BP2,0.018108325079083443,False,False,False
ECD,0.020697034895420074,False,False,False
ECT2,0.01985017955303192,False,False,False
EDC4,0.016122866421937943,False,False,False
EEF1B2,0.01563553884625435,False,False,False
EEF1G,0.03246661275625229,False,False,False
EEFSEC,0.026998411864042282,False,False,False
EFR3A,0.025126943364739418,False,False,False
EFTUD2,0.01245737262070179,False,False,False
EGLN2,0.021425671875476837,False,False,False
EHMT2,0.034538183361291885,False,False,False
EIF1,0.01619287207722664,False,False,False
EIF1AD,0.018965141847729683,False,False,False
EIF1AX,0.017132701352238655,False,False,False
EIF2B1,0.02676071599125862,False,False,False
EIF2B2,0.018055856227874756,False,False,False
EIF2B3,0.018198397010564804,False,False,False
EIF2B4,0.017002759501338005,False,False,False
EIF2B5,0.01794976182281971,False,False,False
EIF2S1,0.018563708290457726,False,False,False
EIF2S2,0.017991621047258377,False,False,False
EIF2S3,0.019332170486450195,False,False,False
EIF3A,0.009374823421239853,False,False,False
EIF3B,0.011072229593992233,False,False,False
EIF3D,0.010841462761163712,False,False,False
EIF3E,0.014515280723571777,False,False,False
EIF3G,0.018872413784265518,False,False,False
EIF3H,0.0187565665692091,False,False,False
EIF3I,0.009297678247094154,False,False,False
EIF3J,0.027044627815485,False,False,False
EIF3L,0.01756763458251953,False,False,False
EIF3M,0.017528802156448364,False,False,False
EIF4A1,0.019493507221341133,False,False,False
EIF4A3,0.02523106522858143,False,False,False
EIF4B,0.02034747414290905,False,False,False
EIF4E,0.019970638677477837,False,False,False
EIF4G1,0.011904449202120304,False,False,False
EIF4G2,0.021840902045369148,False,False,False
EIF4H,0.02431238815188408,False,False,False
EIF5A,0.03454948961734772,False,False,False
EIF6,0.02197170816361904,False,False,False
ELAC2,0.01551038771867752,False,False,False
ELL,0.0300123393535614,False,False,False
ELOB,0.0478045791387558,False,False,False
ELOF1,0.013030110858380795,False,False,False
ELOVL1,0.01971413567662239,False,False,False
ELP2,0.011064307764172554,False,False,False
ELP3,0.018523190170526505,False,False,False
ELP4,0.018795769661664963,False,False,False
ELP5,0.02076684683561325,False,False,False
ELP6,0.013654090464115143,False,False,False
EMC1,0.019262142479419708,False,False,False
EMC4,0.013577200472354889,False,False,False
EMC7,0.010784202255308628,False,False,False
EMG1,0.01415003091096878,False,False,False
ENO1,0.01566639542579651,False,False,False
ENY2,0.01246891263872385,False,False,False
EP400,0.02092905342578888,False,False,False
EPB41L2,0.023518376052379608,False,False,False
EPRS,0.023819752037525177,False,False,False
ERAL1,0.022469691932201385,False,False,False
ERCC2,0.019964665174484253,False,False,False
ERCC3,0.022737810388207436,False,False,False
ESF1,0.023579472675919533,False,False,False
ESYT2,0.021179191768169403,False,False,False
ETF1,0.015477493405342102,False,False,False
EWSR1,0.018463945016264915,False,False,False
EXOC1,0.004712717607617378,False,False,False
EXOC2,0.012700686231255531,False,False,False
EXOC3,0.019899427890777588,False,False,False
EXOC4,0.023878226056694984,False,False,False
EXOC5,0.021867424249649048,False,False,False
EXOC7,0.02041434496641159,False,False,False
EXOC8,0.01571831665933132,False,False,False
EXOSC1,0.020251987501978874,False,False,False
EXOSC10,0.018023721873760223,False,False,False
EXOSC2,0.021428104490041733,False,False,False
EXOSC3,0.01961240917444229,False,False,False
EXOSC4,0.02529812976717949,False,False,False
EXOSC5,0.02626577951014042,False,False,False
EXOSC6,0.027648676186800003,False,False,False
EXOSC7,0.024936683475971222,False,False,False
EXOSC8,0.028142709285020828,False,False,False
EXOSC9,0.026233553886413574,False,False,False
F8A1,0.01676190458238125,False,False,False
FAF2,0.017149057239294052,False,False,False
FAM102B,0.02406499907374382,False,False,False
FAM133B,0.009314361028373241,False,False,False
FAM136A,0.024498354643583298,False,False,False
FAM207A,0.024281281977891922,False,False,False
FAM32A,0.016584716737270355,False,False,False
FAM50A,0.015188750810921192,False,False,False
FARS2,0.029967401176691055,False,False,False
FARSA,0.004749639891088009,False,False,False
FARSB,0.024595292285084724,False,False,False
FASN,0.01777978055179119,False,False,False
FASTKD5,0.015132230706512928,False,False,False
FAU,0.026031270623207092,False,False,False
FBL,0.021825632080435753,False,False,False
FBLIM1,0.019153650850057602,False,False,False
FBXO42,0.019549258053302765,False,False,False
FBXW7,0.018768753856420517,False,False,False
FCF1,0.02683279849588871,False,False,False
FDPS,0.02966122329235077,False,False,False
FDXR,0.01615426503121853,False,False,False
FEN1,0.01947738416492939,False,False,False
FGFR1OP,0.01605369709432125,False,False,False
FKBP9,0.017861271277070045,False,False,False
FNBP4,0.021011043339967728,False,False,False
FNTA,0.03388329595327377,False,False,False
FOXL2,0.017496488988399506,False,False,False
FOXO1,0.01606716215610504,False,False,False
FTSJ3,0.030934717506170273,False,False,False
FUNDC2,0.023306362330913544,False,False,False
FXN,0.012112082913517952,False,False,False
FYN,0.02189570851624012,False,False,False
GABPA,0.031950563192367554,False,False,False
GABPB1,0.0363924466073513,False,False,False
GAK,0.017394959926605225,False,False,False
GAR1,0.02276119962334633,False,False,False
GARS,0.01857203245162964,False,False,False
GART,0.030790172517299652,False,False,False
GATA1,0.030042564496397972,False,False,False
GBF1,0.01992376334965229,False,False,False
GCLC,0.022436747327446938,False,False,False
GEMIN4,0.013876032084226608,False,False,False
GEMIN5,0.015790175646543503,False,False,False
GEMIN6,0.03084283322095871,False,False,False
GEMIN7,0.016084976494312286,False,False,False
GEMIN8,0.009210189804434776,False,False,False
GET3,0.01490689441561699,False,False,False
GFER,0.012739371508359909,False,False,False
GFM1,0.024081256240606308,False,False,False
GFOD2,0.022071436047554016,False,False,False
GGPS1,0.02319215051829815,False,False,False
GINS1,0.0195307619869709,False,False,False
GINS2,0.019696548581123352,False,False,False
GINS3,0.022390633821487427,False,False,False
GINS4,0.018238641321659088,False,False,False
GLB1,0.021782588213682175,False,False,False
GLE1,0.03117455169558525,False,False,False
GLI4,0.019855547696352005,False,False,False
GLMN,0.023363647982478142,False,False,False
GLRX3,0.022902579978108406,False,False,False
GLRX5,0.016720175743103027,False,False,False
GMIP,0.01869346760213375,False,False,False
GMPPB,0.03053484670817852,False,False,False
GMPS,0.026941126212477684,False,False,False
GNB1L,0.01923735812306404,False,False,False
GNL2,0.017620496451854706,False,False,False
GNL3,0.022768452763557434,False,False,False
GNL3L,0.021378079429268837,False,False,False
GNPAT,0.02120468206703663,False,False,False
GNPNAT1,0.017550431191921234,False,False,False
GOLT1B,0.010655890218913555,False,False,False
GOSR2,0.017581187188625336,False,False,False
GPKOW,0.01334954984486103,False,False,False
GPN1,0.014021996408700943,False,False,False
GPN2,0.013986622914671898,False,False,False
GPN3,0.023125192150473595,False,False,False
GPS1,0.023956740275025368,False,False,False
GPS2,0.014256675727665424,False,False,False
GRPEL1,0.01607424020767212,False,False,False
GRSF1,0.013406753540039062,False,False,False
GRWD1,0.016706466674804688,False,False,False
GSK3B,0.019007377326488495,False,False,False
GSPT1,0.026328466832637787,False,False,False
GTF2A1,0.022765543311834335,False,False,False
GTF2A2,0.020859094336628914,False,False,False
GTF2B,0.012182464823126793,False,False,False
GTF2E1,0.00945175252854824,False,False,False
GTF2E2,0.02321830950677395,False,False,False
GTF2F1,0.0237501859664917,False,False,False
GTF2F2,0.015798885375261307,False,False,False
GTF2H1,0.019236963242292404,False,False,False
GTF2H2,0.01981663890182972,False,False,False
GTF2H2C,0.025981780141592026,False,False,False
GTF2H3,0.01995445415377617,False,False,False
GTF2H4,0.021394968032836914,False,False,False
GTF3A,0.023533320054411888,False,False,False
GTF3C1,0.038377728313207626,False,False,False
GTF3C2,0.03194812685251236,False,False,False
GTF3C3,0.01724359393119812,False,False,False
GTF3C4,0.01832028105854988,False,False,False
GTF3C5,0.019701223820447922,False,False,False
GTF3C6,0.024623654782772064,False,False,False
GTPBP4,0.019581418484449387,False,False,False
GUCD1,0.01320648193359375,False,False,False
GUK1,0.006402389146387577,False,False,False
GYG1,0.020042212679982185,False,False,False
H2AFX,0.01904875412583351,False,False,False
H2AFZ,0.02957555279135704,False,False,False
H3F3A,0.03360068053007126,False,False,False
HAMP,0.019277874380350113,False,False,False
HARS,0.01723504438996315,False,False,False
HARS2,0.017713960260152817,False,False,False
HAUS1,0.024968896061182022,False,False,False
HAUS3,0.015869688242673874,False,False,False
HAUS4,0.03235706314444542,False,False,False
HAUS5,0.023303916677832603,False,False,False
HAUS6,0.017511308193206787,False,False,False
HAUS8,0.022580599412322044,False,False,False
HBS1L,0.030482321977615356,False,False,False
HDAC3,0.020202001556754112,False,False,False
HDAC7,0.02633674256503582,False,False,False
HEATR1,0.017203832045197487,False,False,False
HECTD1,0.01362055353820324,False,False,False
HERC1,0.017095787450671196,False,False,False
HEXIM1,0.009028647094964981,False,False,False
HGS,0.02705550566315651,False,False,False
HHEX,0.016664322465658188,False,False,False
HINFP,0.016823338344693184,False,False,False
HIPK1,0.021539859473705292,False,False,False
HIST1H2AE,0.02265680581331253,False,False,False
HIST1H2BC,0.014961089007556438,False,False,False
HIST1H2BJ,0.016146721318364143,False,False,False
HIST1H2BN,0.01852167770266533,False,False,False
HJURP,0.014865875244140625,False,False,False
HLA-C,0.036419827491045,False,False,False
HMBOX1,0.020324859768152237,False,False,False
HMGA1,0.019162558019161224,False,False,False
HMGB3,0.02005603164434433,False,False,False
HMGCR,0.02089831233024597,False,False,False
HMGCS1,0.025209955871105194,False,False,False
HMGN2,0.02347405254840851,False,False,False
HMX3,0.019293583929538727,False,False,False
HNRNPA1,0.022336924448609352,False,False,False
HNRNPC,0.018849171698093414,False,False,False
HNRNPDL,0.023086242377758026,False,False,False
HNRNPH1,0.03952755033969879,False,False,False
HNRNPK,0.01399327628314495,False,False,False
HNRNPL,0.026304325088858604,False,False,False
HNRNPR,0.009492386132478714,False,False,False
HNRNPU,0.05882155895233154,False,False,False
HOXC10,0.011927120387554169,False,False,False
HPS5,0.04010763764381409,False,False,False
HS6ST1,0.01646847277879715,False,False,False
