kd,J,is_secretory_kd,is_neg_ctrl,is_ribo_kd
HSCB,0.02237418293952942,False,False,False
HSD17B10,0.021164922043681145,False,False,False
HSD17B12,0.03033255785703659,False,False,False
HSP90B1,0.01302995253354311,False,False,False
HSPA14,0.019450806081295013,False,False,False
HSPA5,0.03071911633014679,True,False,False
HSPA8,0.018546761944890022,False,False,False
HSPA9,0.02086368389427662,False,False,False
HSPD1,0.0216582790017128,False,False,False
HSPE1,0.016837066039443016,False,False,False
HSPH1,0.019158612936735153,False,False,False
HTATSF1,0.025511514395475388,False,False,False
HUS1,0.016447950154542923,False,False,False
HUWE1,0.011832344345748425,False,False,False
HYOU1,0.02081972360610962,False,False,False
IARS,0.015635620802640915,False,False,False
IARS2,0.022261153906583786,False,False,False
ICE1,0.02289334125816822,False,False,False
IFITM2,0.01756320707499981,False,False,False
IFITM3,0.018412569537758827,False,False,False
IGBP1,0.03717559203505516,False,False,False
ILF2,0.014405952766537666,False,False,False
ILF3,0.010352921672165394,False,False,False
IMP4,0.023934103548526764,False,False,False
IMPA2,0.02859233133494854,False,False,False
IMPDH2,0.01494911964982748,False,False,False
INF2,0.01840474084019661,False,False,False
ING3,0.012012261897325516,False,False,False
INO80,0.021455911919474602,False,False,False
INO80B,0.02090703509747982,False,False,False
INO80C,0.016833461821079254,False,False,False
INO80D,0.01729336567223072,False,False,False
INO80E,0.014836795628070831,False,False,False
INPPL1,0.01750207133591175,False,False,False
INTS1,0.02563108131289482,False,False,False
INTS10,0.021392766386270523,False,False,False
INTS11,0.024050327017903328,False,False,False
INTS12,0.013981085270643234,False,False,False
INTS13,0.018556304275989532,False,False,False
INTS14,0.015168322250247002,False,False,False
INTS2,0.0295927282422781,False,False,False
INTS3,0.02029244601726532,False,False,False
INTS4,0.012337133288383484,False,False,False
INTS5,0.02214190922677517,False,False,False
INTS6,0.02004016749560833,False,False,False
INTS7,0.02738918364048004,False,False,False
INTS8,0.028677308931946754,False,False,False
INTS9,0.015138333663344383,False,False,False
IPO11,0.051256172358989716,False,False,False
IPO13,0.01790199801325798,False,False,False
IPO7,0.017895597964525223,False,False,False
IPO9,0.024225346744060516,False,False,False
ISCA2,0.017074350267648697,False,False,False
ISCU,0.019774287939071655,False,False,False
ISG20L2,0.01780581846833229,False,False,False
IST1,0.020527144894003868,False,False,False
ITGB1BP1,0.016456065699458122,False,False,False
IWS1,0.010646753944456577,False,False,False
JMJD6,0.015679223462939262,False,False,False
KANSL1,0.012302267365157604,False,False,False
KANSL2,0.012551125138998032,False,False,False
KANSL3,0.019550906494259834,False,False,False
KARS,0.029899638146162033,False,False,False
KAT5,0.02731846272945404,False,False,False
KAT7,0.02771596610546112,False,False,False
KATNB1,0.011896424926817417,False,False,False
KCMF1,0.008083025924861431,False,False,False
KCTD10,0.02114740014076233,False,False,False
KDM1A,0.022393081337213516,False,False,False
KDM2A,0.022546879947185516,False,False,False
KDM5C,0.016485093161463737,False,False,False
KDM6A,0.023188890889286995,False,False,False
KEAP1,0.033474959433078766,False,False,False
KIAA0586,0.017959393560886383,False,False,False
KIAA1143,0.020733455196022987,False,False,False
KIF11,0.016270477324724197,False,False,False
KIF14,0.017883071675896645,False,False,False
KIF18A,0.01829623430967331,False,False,False
KIF18B,0.018867667764425278,False,False,False
KIF20A,0.01124729122966528,False,False,False
KIF4A,0.013999905437231064,False,False,False
KIN,0.014881815761327744,False,False,False
KLC2,0.020435811951756477,False,False,False
KLF7,0.012628326192498207,False,False,False
KPNA6,0.012478436343371868,False,False,False
KPNB1,0.025147346779704094,False,False,False
KRI1,0.025869814679026604,False,False,False
KRR1,0.025285612791776657,False,False,False
KTI12,0.0040751732885837555,False,False,False
KXD1,0.02154964953660965,False,False,False
LAMB1,0.023568008095026016,False,False,False
LAMTOR1,0.019752949476242065,False,False,False
LAMTOR2,0.010967372916638851,False,False,False
LAMTOR3,0.009781265631318092,False,False,False
LAMTOR4,0.034504689276218414,False,False,False
LARS,0.019453056156635284,False,False,False
LARS2,0.015958089381456375,False,False,False
LAS1L,0.019722940400242805,False,False,False
LDB1,0.016289060935378075,False,False,False
LENG8,0.016229256987571716,False,False,False
LEO1,0.016717921942472458,False,False,False
LETM1,0.015590418130159378,False,False,False
LIMS1,0.020977023988962173,False,False,False
LIN52,0.021401597186923027,False,False,False
LONP1,0.021789176389575005,False,False,False
LPIN1,0.017696335911750793,False,False,False
LRP5,0.025659240782260895,False,False,False
LRPPRC,0.026575658470392227,False,False,False
LRR1,0.020411254838109016,False,False,False
LRRC37B,0.018794860690832138,False,False,False
LSG1,0.023567885160446167,False,False,False
LSM10,0.017585372552275658,False,False,False
LSM12,0.012748672626912594,False,False,False
LSM2,0.020484503358602524,False,False,False
LSM3,0.01916581578552723,False,False,False
LSM4,0.021966878324747086,False,False,False
LSM5,0.020549697801470757,False,False,False
LSM6,0.02022535167634487,False,False,False
LSM7,0.012228438630700111,False,False,False
LST1,0.01886129006743431,False,False,False
LTBP3,0.01634981483221054,False,False,False
LTBP4,0.017645185813307762,False,False,False
LTV1,0.026388749480247498,False,False,False
LUC7L3,0.02492438443005085,False,False,False
LYRM4,0.010748028755187988,False,False,False
LZTR1,0.01771468296647072,False,False,False
MAD2L1,0.015332557260990143,False,False,False
MAD2L2,0.011159115470945835,False,False,False
MAGOH,0.021809643134474754,False,False,False
MAK16,0.01858164742588997,False,False,False
MALSU1,0.024619363248348236,False,False,False
MANF,0.022327201440930367,False,False,False
MAP2K7,0.014241493307054043,False,False,False
MARS,0.015870485454797745,False,False,False
MARS2,0.01618911325931549,False,False,False
MASTL,0.014432435855269432,False,False,False
MAT2A,0.03456933796405792,False,False,False
MAU2,0.03159453347325325,False,False,False
MAX,0.02583344653248787,False,False,False
MBD3,0.015097489580512047,False,False,False
MBIP,0.029190566390752792,False,False,False
MBNL1,0.028369303792715073,False,False,False
MBTPS1,0.014466682448983192,False,False,False
MBTPS2,0.01821526512503624,False,False,False
MCEE,0.02848784811794758,False,False,False
MCL1,0.02065453492105007,False,False,False
MCM10,0.016566092148423195,False,False,False
MCM2,0.025917496532201767,False,False,False
MCM3,0.0241620521992445,False,False,False
MCM3AP,0.028496267274022102,False,False,False
MCM4,0.021716982126235962,False,False,False
MCM5,0.02299724705517292,False,False,False
MCM6,0.022300856187939644,False,False,False
MCM7,0.027573220431804657,False,False,False
MCMBP,0.008193357847630978,False,False,False
MDN1,0.01971878670156002,False,False,False
MED1,0.021553147584199905,False,False,False
MED10,0.03416255861520767,False,False,False
MED11,0.02628115378320217,False,False,False
MED12,0.02621043287217617,False,False,False
MED14,0.024186786264181137,False,False,False
MED16,0.022345930337905884,False,False,False
MED17,0.02110469341278076,False,False,False
MED18,0.02360806055366993,False,False,False
MED19,0.03236046060919762,False,False,False
MED20,0.02755066566169262,False,False,False
MED21,0.0247359536588192,False,False,False
MED22,0.020707929506897926,False,False,False
MED24,0.029055962339043617,False,False,False
MED26,0.022758953273296356,False,False,False
MED27,0.021210379898548126,False,False,False
MED28,0.004762636497616768,False,False,False
MED29,0.022091401740908623,False,False,False
MED30,0.02574201673269272,False,False,False
MED31,0.025702690705657005,False,False,False
MED4,0.02674899436533451,False,False,False
MED6,0.04870931804180145,False,False,False
MED7,0.02108972705900669,False,False,False
MED8,0.02849879488348961,False,False,False
MED9,0.017055410891771317,False,False,False
MEN1,0.005992116406559944,False,False,False
METAP1,0.015142951160669327,False,False,False
METAP2,0.030230900272727013,False,False,False
METTL1,0.02141837775707245,False,False,False
METTL14,0.016947066411376,False,False,False
METTL16,0.022439884021878242,False,False,False
METTL17,0.012970098294317722,False,False,False
METTL21A,0.020335376262664795,False,False,False
METTL23,0.016657575964927673,False,False,False
METTL3,0.028913047164678574,False,False,False
MEX3A,0.014375378377735615,False,False,False
MFAP1,0.00025749392807483673,False,False,False
MFN2,0.00967373326420784,False,False,False
MICOS10,0.01844891905784607,False,False,False
MIOS,0.010135614313185215,False,False,False
MIPEP,0.012932147830724716,False,False,False
MIS12,0.015082523226737976,False,False,False
MIS18A,0.02119085192680359,False,False,False
MIS18BP1,0.02452327311038971,False,False,False
MKRN1,0.01992492936551571,False,False,False
MLLT6,0.009631662629544735,False,False,False
MLST8,0.03140213340520859,False,False,False
MMGT1,0.014180829748511314,False,False,False
MMS19,0.011082183569669724,False,False,False
MMS22L,0.024152930825948715,False,False,False
MNAT1,0.019236169755458832,False,False,False
MOB4,0.02122560515999794,False,False,False
MOCS3,0.022169696167111397,False,False,False
MON1A,0.018504571169614792,False,False,False
MPG,0.021071821451187134,False,False,False
MPHOSPH10,0.026535483077168465,False,False,False
MPHOSPH6,0.019013751298189163,False,False,False
MRGBP,0.00828427542001009,False,False,False
MRM1,0.02844904363155365,False,False,False
MRPL1,0.015524658374488354,False,False,False
MRPL10,0.021550823003053665,False,False,False
MRPL11,0.021378781646490097,False,False,False
MRPL13,0.023493168875575066,False,False,False
MRPL14,0.014784622937440872,False,False,False
MRPL15,0.02182697132229805,False,False,False
MRPL16,0.020397890359163284,False,False,False
MRPL17,0.022975794970989227,False,False,False
MRPL18,0.01842370443046093,False,False,False
MRPL19,0.016748754307627678,False,False,False
MRPL2,0.023932358250021935,False,False,False
MRPL20,0.017439253628253937,False,False,False
MRPL22,0.019646361470222473,False,False,False
MRPL23,0.01730410009622574,False,False,False
MRPL24,0.02535349130630493,False,False,False
MRPL27,0.02152211219072342,False,False,False
MRPL28,0.01937847211956978,False,False,False
MRPL3,0.018749598413705826,False,False,False
MRPL32,0.03061213344335556,False,False,False
MRPL33,0.02210807427763939,False,False,False
MRPL34,0.023621775209903717,False,False,False
MRPL35,0.022840119898319244,False,False,False
MRPL36,0.01784379594027996,False,False,False
MRPL37,0.020550372079014778,False,False,False
MRPL38,0.022501617670059204,False,False,False
MRPL39,0.022387973964214325,False,False,False
MRPL4,0.021841909736394882,False,False,False
MRPL41,0.028434816747903824,False,False,False
MRPL42,0.016396906226873398,False,False,False
MRPL43,0.022076720371842384,False,False,False
MRPL44,0.02905428037047386,False,False,False
MRPL45,0.014895259402692318,False,False,False
MRPL46,0.012463560327887535,False,False,False
MRPL49,0.027969075366854668,False,False,False
MRPL50,0.017510851845145226,False,False,False
MRPL51,0.015618324279785156,False,False,False
MRPL54,0.015871524810791016,False,False,False
MRPL55,0.016597313806414604,False,False,False
MRPL9,0.01888139732182026,False,False,False
MRPS10,0.015223441645503044,False,False,False
MRPS11,0.017376407980918884,False,False,False
MRPS12,0.014385189861059189,False,False,False
MRPS14,0.020879916846752167,False,False,False
MRPS16,0.015542970038950443,False,False,False
MRPS17,0.016736358404159546,False,False,False
MRPS18A,0.016924435272812843,False,False,False
MRPS18B,0.011480334214866161,False,False,False
MRPS18C,0.011005163192749023,False,False,False
MRPS2,0.017637599259614944,False,False,False
MRPS21,0.014500350691378117,False,False,False
MRPS22,0.024615788832306862,False,False,False
MRPS23,0.023285072296857834,False,False,False
MRPS24,0.011538468301296234,False,False,False
MRPS25,0.018396742641925812,False,False,False
MRPS26,0.01808568462729454,False,False,False
MRPS27,0.02051299437880516,False,False,False
MRPS28,0.018022894859313965,False,False,False
MRPS30,0.02251853048801422,False,False,False
MRPS31,0.011500474065542221,False,False,False
MRPS33,0.014598862268030643,False,False,False
MRPS34,0.019325366243720055,False,False,False
MRPS35,0.01773865707218647,False,False,False
MRPS5,0.01330169290304184,False,False,False
MRPS6,0.01325977686792612,False,False,False
MRPS7,0.013348998501896858,False,False,False
MRPS9,0.016098925843834877,False,False,False
MRTO4,0.020916271954774857,False,False,False
MSL1,0.016626477241516113,False,False,False
MSRB1,0.020461462438106537,False,False,False
MST1,0.010631884448230267,False,False,False
MT2A,0.01836434192955494,False,False,False
MTBP,0.019811643287539482,False,False,False
MTG2,0.015616647899150848,False,False,False
MTHFD1,0.016039766371250153,False,False,False
MTOR,0.015683317556977272,False,False,False
MTPAP,0.027607018128037453,False,False,False
MVD,0.01835910603404045,False,False,False
MVK,0.013864589855074883,False,False,False
MYBBP1A,0.019533464685082436,False,False,False
MYBL2,0.023001087829470634,False,False,False
MYC,0.03063850663602352,False,True,False
MYCBP,0.02538003772497177,False,False,False
MYSM1,0.01942901872098446,False,False,False
MZF1,0.019591720774769783,False,False,False
MZT1,0.012354536913335323,False,False,False
N6AMT1,0.023682283237576485,False,False,False
NAA10,0.030385974794626236,False,False,False
NAA15,0.026117291301488876,False,False,False
NAA20,0.025537408888339996,False,False,False
NAA25,0.01790003478527069,False,False,False
NAA30,0.01601693034172058,False,False,False
NAA35,0.01918967068195343,False,False,False
NAA50,0.031305667012929916,False,False,False
NACA,0.04710094630718231,False,False,False
NAE1,0.014366737566888332,False,False,False
NAF1,0.022486612200737,False,False,False
NAGLU,0.023510251194238663,False,False,False
NAPG,0.01667473465204239,False,False,False
NARS,0.01533643901348114,False,False,False
NARS2,0.017402494326233864,False,False,False
NASP,0.019978119060397148,False,False,False
NAT10,0.027382608503103256,False,False,False
NBAS,0.021327827125787735,False,False,False
NBEAL1,0.01641985774040222,False,False,False
NCAPD2,0.028171516954898834,False,False,False
NCAPD3,0.01731172576546669,False,False,False
NCAPG,0.016314072534441948,False,False,False
NCAPG2,0.02199782244861126,False,False,False
NCAPH,0.031185783445835114,False,False,False
NCAPH2,0.02078992873430252,False,False,False
NCBP1,0.027992285788059235,False,False,False
NCBP2,0.025710472837090492,False,False,False
NCKAP1,0.02747730351984501,False,False,False
NCOA4,0.020199831575155258,False,False,False
NDC1,0.013899690471589565,False,False,False
NDC80,0.03775222972035408,False,False,False
NDUFA11,0.02007247693836689,False,False,False
NDUFA2,0.02477409690618515,False,False,False
NDUFA3,0.015469023957848549,False,False,False
NDUFA4,0.019625652581453323,False,False,False
NDUFA6,0.018401702865958214,False,False,False
NDUFA8,0.018091890960931778,False,False,False
NDUFAB1,0.017051395028829575,False,False,False
NDUFAF3,0.017727630212903023,False,False,False
NDUFAF5,0.021879402920603752,False,False,False
NDUFAF7,0.01931775175035,False,False,False
NDUFB10,0.022308485582470894,False,False,False
NDUFB3,0.013579195365309715,False,False,False
NDUFB4,0.013843588531017303,False,False,False
NDUFB6,0.017609214410185814,False,False,False
NDUFB7,0.020126856863498688,False,False,False
NDUFB8,0.016725752502679825,False,False,False
NDUFS3,0.017967287451028824,False,False,False
NDUFS5,0.02000192366540432,False,False,False
NDUFV2,0.028050709515810013,False,False,False
NEDD1,0.023683667182922363,False,False,False
NEDD8,0.020531171932816505,False,False,False
NELFA,0.010743537917733192,False,False,False
NELFB,0.006214691326022148,False,False,False
NELFCD,0.015397385694086552,False,False,False
NELFE,0.017124980688095093,False,False,False
NEMF,0.018693115562200546,False,False,False
NEPRO,0.02501571550965309,False,False,False
NF1,0.01470796950161457,False,False,False
NFATC2IP,0.01786811836063862,False,False,False
NFKBIE,0.03647206723690033,False,False,False
NFRKB,0.01566157117486,False,False,False
NFS1,0.017292864620685577,False,False,False
NFYB,0.028034957125782967,False,False,False
NFYC,0.025712598115205765,False,False,False
NHLRC2,0.020581847056746483,False,False,False
NHP2,0.024879006668925285,False,False,False
NIFK,0.015479457564651966,False,False,False
NIP7,0.01829914003610611,False,False,False
NISCH,0.020423781126737595,False,False,False
NKAP,0.014658110216259956,False,False,False
NKAPD1,0.016687748953700066,False,False,False
NLE1,0.02276765927672386,False,False,False
NMD3,0.021054573357105255,False,False,False
NMT1,0.02041439712047577,False,False,False
NOB1,0.02379017509520054,False,False,False
NOC2L,0.02071898989379406,False,False,False
NOC3L,0.017960140481591225,False,False,False
NOC4L,0.024919860064983368,False,False,False
NOL10,0.02502780593931675,False,False,False
NOL11,0.020715922117233276,False,False,False
NOL12,0.020935000851750374,False,False,False
NOL6,0.02464187890291214,False,False,False
NOL7,0.027648864313960075,False,False,False
NOL8,0.0252535343170166,False,False,False
NOL9,0.02071869745850563,False,False,False
NOLC1,0.025040224194526672,False,False,False
NOM1,0.021264463663101196,False,False,False
NOMO1,0.014721939340233803,False,False,False
NOP10,0.023333771154284477,False,False,False
NOP14,0.023767666891217232,False,False,False
NOP16,0.019353576004505157,False,False,False
NOP2,0.021431120112538338,False,False,False
NOP58,0.025849876925349236,False,False,False
NOP9,0.022657711058855057,False,False,False
NOS1AP,0.014664620161056519,False,False,False
NPLOC4,0.018446054309606552,False,False,False
NPM1,0.0240886639803648,False,False,False
NPM3,0.02095700614154339,False,False,False
NRBP1,0.02114473469555378,False,False,False
NRDE2,0.016404585912823677,False,False,False
NSA2,0.019841626286506653,False,False,False
NSF,0.01930559054017067,False,False,False
NSL1,0.02176920883357525,False,False,False
NSMCE1,0.017367525026202202,False,False,False
NSMCE2,0.015716752037405968,False,False,False
NSRP1,0.03332776576280594,False,False,False
NSUN4,0.017632825300097466,False,False,False
NUB1,0.01698199287056923,False,False,False
NUBP1,0.025820966809988022,False,False,False
NUBP2,0.01992146298289299,False,False,False
NUDC,0.01605096273124218,False,False,False
NUDCD3,0.003458630293607712,False,False,False
NUDT15,0.013721114955842495,False,False,False
NUDT21,0.01833675429224968,False,False,False
NUF2,0.02777983993291855,False,False,False
NUFIP1,0.021960005164146423,False,False,False
NUP107,0.026935767382383347,False,False,False
NUP133,0.024428175762295723,False,False,False
NUP153,0.02264680713415146,False,False,False
NUP160,0.02531721070408821,False,False,False
NUP205,0.03277336806058884,False,False,False
NUP214,0.018859537318348885,False,False,False
NUP35,0.013017933815717697,False,False,False
NUP43,0.023967809975147247,False,False,False
NUP54,0.015875032171607018,False,False,False
NUP62,0.011821217834949493,False,False,False
NUP85,0.03406411036849022,False,False,False
NUP88,0.023777615278959274,False,False,False
NUP98,0.01246664673089981,False,False,False
NUTF2,0.02516917884349823,False,False,False
NVL,0.01927402801811695,False,False,False
OGFOD1,0.011417051777243614,False,False,False
OGT,0.02916085161268711,False,False,False
OIP5,0.012866485863924026,False,False,False
OLFML3,0.003303011879324913,False,False,False
OPA1,0.006715759634971619,False,False,False
ORC1,0.02491856925189495,False,False,False
ORC3,0.014660331420600414,False,False,False
ORC4,0.02017463929951191,False,False,False
ORC5,0.017902031540870667,False,False,False
ORC6,0.026812823489308357,False,False,False
OSGEP,0.017132744193077087,False,False,False
OSTC,0.014782029204070568,False,False,False
OXA1L,0.022557847201824188,False,False,False
PABPC1,0.020850855857133865,False,False,False
PABPC4,0.021002093330025673,False,False,False
PABPN1,0.02886832319200039,False,False,False
PAF1,0.0,False,False,False
PAFAH1B1,0.01705932803452015,False,False,False
PAK1IP1,0.02498484030365944,False,False,False
PALB2,0.024298353120684624,False,False,False
PAM16,0.018388817086815834,False,False,False
PARN,0.021202988922595978,False,False,False
PARS2,0.017941711470484734,False,False,False
PAXBP1,0.017423830926418304,False,False,False
PCBP1,0.03528911992907524,False,False,False
PCID2,0.015604713931679726,False,False,False
PCM1,0.025042735040187836,False,False,False
PCNA,0.014288924634456635,False,False,False
PCNX3,0.021236084401607513,False,False,False
PDAP1,0.010702196508646011,False,False,False
PDCD11,0.02343844622373581,False,False,False
PDCD2,0.014389715157449245,False,False,False
PDCD5,0.018112070858478546,False,False,False
PDCD6,0.020620210096240044,False,False,False
PDCD6IP,0.019243616610765457,False,False,False
PDCD7,0.014373782090842724,False,False,False
PDHA1,0.01759297400712967,False,False,False
PDPK1,0.009522199630737305,False,False,False
PDRG1,0.015310900285840034,False,False,False
PEF1,0.024169666692614555,False,False,False
PELP1,0.020593175664544106,False,False,False
PES1,0.017333634197711945,False,False,False
PET117,0.018993426114320755,False,False,False
PEX1,0.005706634372472763,False,False,False
PEX19,0.02512916922569275,False,False,False
PFDN1,0.018171904608607292,False,False,False
PFDN2,0.01481411699205637,False,False,False
PFDN4,0.019589830189943314,False,False,False
PFDN5,0.02426922135055065,False,False,False
PFDN6,0.020368224009871483,False,False,False
PFN1,0.010283381678164005,False,False,False
PGAM1,0.017207644879817963,False,False,False
PGAM5,0.01866110973060131,False,False,False
PGD,0.022043317556381226,False,False,False
PGK1,0.022619273513555527,False,False,False
PGPEP1,0.01639355719089508,False,False,False
PGS1,0.005049926228821278,False,False,False
PHB,0.019398270174860954,False,False,False
PHB2,0.028097808361053467,False,False,False
PHF10,0.022944170981645584,False,False,False
PHF12,0.016677964478731155,False,False,False
PHF5A,0.021014971658587456,False,False,False
PI4KA,0.023158080875873566,False,False,False
PIAS1,0.018139123916625977,False,False,False
PIAS4,0.018807988613843918,False,False,False
PIGH,0.014831547625362873,False,False,False
PIK3C3,0.005976429209113121,False,False,False
PIK3R4,0.021038901060819626,False,False,False
PITRM1,0.023441733792424202,False,False,False
PKMYT1,0.019902760162949562,False,False,False
PLEKHN1,0.016713308170437813,False,False,False
PLK1,0.017170537263154984,False,False,False
PLK4,0.0337132103741169,False,False,False
PLRG1,0.021593498066067696,False,False,False
PMF1,0.03138447180390358,False,False,False
PMPCA,0.01729469932615757,False,False,False
PMPCB,0.01765294373035431,False,False,False
PNKP,0.02306615188717842,False,False,False
PNN,0.032448917627334595,False,False,False
PNO1,0.02342233993113041,False,False,False
PNPT1,0.020331205800175667,False,False,False
POGLUT3,0.0252335574477911,False,False,False
POGZ,0.020760107785463333,False,False,False
POLA1,0.023678680881857872,False,False,False
POLA2,0.01903657428920269,False,False,False
POLD1,0.01639767363667488,False,False,False
POLD2,0.017804766073822975,False,False,False
POLD3,0.016003383323550224,False,False,False
POLE,0.017729654908180237,False,False,False
POLE2,0.024304360151290894,False,False,False
POLG,0.016825728118419647,False,False,False
POLG2,0.010773556306958199,False,False,False
POLL,0.016423679888248444,False,False,False
POLR1A,0.02898137830197811,False,False,False
POLR1B,0.021832184866070747,False,False,False
POLR1C,0.01933688297867775,False,False,False
POLR1D,0.021597787737846375,False,False,False
POLR1E,0.020608600229024887,False,False,False
POLR2B,0.01958642527461052,False,False,False
POLR2C,0.009408440440893173,False,False,False
POLR2E,0.03008604794740677,False,False,False
POLR2F,0.017046747729182243,False,False,False
POLR2G,0.02069922536611557,False,False,False
POLR2H,0.023394040763378143,False,False,False
POLR2I,0.014980971813201904,False,False,False
POLR2K,0.010700376704335213,False,False,False
POLR2L,0.02078067697584629,False,False,False
POLR2M,0.024274323135614395,False,False,False
POLR3B,0.030173487961292267,False,False,False
POLR3C,0.03260936588048935,False,False,False
POLR3D,0.014258968643844128,False,False,False
POLR3E,0.012069271877408028,False,False,False
POLR3F,0.04868815094232559,False,False,False
POLR3H,0.0200236514210701,False,False,False
POLR3K,0.017269115895032883,False,False,False
POLRMT,0.03129303455352783,False,False,False
POP1,0.02609863691031933,False,False,False
POP4,0.02827279455959797,False,False,False
POP5,0.01991734839975834,False,False,False
POP7,0.030101392418146133,False,False,False
PPA1,0.03578714281320572,False,False,False
PPA2,0.019958436489105225,False,False,False
PPAN,0.01638183370232582,False,False,False
PPARGC1B,0.011565834283828735,False,False,False
PPIA,0.019261060282588005,False,False,False
PPIE,0.018891213461756706,False,False,False
PPIH,0.0025159805081784725,False,False,False
PPIL1,0.017640938982367516,False,False,False
PPIL2,0.025617143139243126,False,False,False
PPIL4,0.026442784816026688,False,False,False
PPME1,0.014460282400250435,False,False,False
PPP1CB,0.02050219103693962,False,False,False
PPP1R11,0.006102088838815689,False,False,False
PPP1R12A,0.018888134509325027,False,False,False
PPP1R15B,0.011677608825266361,False,False,False
PPP1R2,0.017162378877401352,False,False,False
PPP1R37,0.011721635237336159,False,False,False
PPP1R8,0.022618412971496582,False,False,False
PPP2CA,0.024720894172787666,False,False,False
PPP2CB,0.01460252795368433,False,False,False
PPP2R1A,0.020273534581065178,False,False,False
PPP2R3C,0.026268796995282173,False,False,False
PPP4C,0.016107361763715744,False,False,False
PPP4R2,0.016222042962908745,False,False,False
PPP6C,0.020259767770767212,False,False,False
PPRC1,0.014865607023239136,False,False,False
PPWD1,0.01913253776729107,False,False,False
PRC1,0.02505824901163578,False,False,False
PRDM4,0.015613794326782227,False,False,False
PREB,0.023852914571762085,False,False,False
PRELID1,0.027046414092183113,False,False,False
PRELID3B,0.015180299989879131,False,False,False
PRIM1,0.014501180499792099,False,False,False
PRIM2,0.01366692129522562,False,False,False
PRKCA,0.03419353812932968,False,False,False
PRKRA,-0.0025281887501478195,False,False,False
PRMT1,0.030744023621082306,False,False,False
PRMT5,0.015368642285466194,False,False,False
PRORP,0.021670009940862656,False,False,False
PRPF18,0.013989485800266266,False,False,False
PRPF19,0.015039329417049885,False,False,False
PRPF3,0.018995264545083046,False,False,False
PRPF31,0.015973860397934914,False,False,False
PRPF38A,0.02106461487710476,False,False,False
PRPF39,0.020831812173128128,False,False,False
PRPF4,0.013226442970335484,False,False,False
PRPF40A,0.023593900725245476,False,False,False
PRPF4B,0.022935302928090096,False,False,False
PRPF8,0.014330778270959854,False,False,False
PRRC2A,0.01470035407692194,False,False,False
PRXL2A,0.018105272203683853,False,False,False
PSAT1,0.019030138850212097,False,False,False
PSMA3,0.029281066730618477,False,False,False
PSMA4,0.025916777551174164,False,False,False
PSMB1,0.010955958627164364,False,False,False
PSMB2,0.02454572170972824,False,False,False
PSMB3,0.028508314862847328,False,False,False
PSMB5,0.020570211112499237,False,False,False
PSMB6,0.02708061784505844,False,False,False
PSMC1,0.019608989357948303,False,False,False
PSMC2,0.014253689907491207,False,False,False
PSMC3,0.05313926562666893,False,False,False
PSMC4,0.0442151315510273,False,False,False
PSMC5,0.02128181792795658,False,False,False
PSMD11,0.01847952976822853,False,False,False
PSMD13,0.024596454575657845,False,False,False
PSMD14,0.011584513820707798,False,False,False
PSMD2,0.03730747848749161,False,False,False
PSMD4,0.031169768422842026,False,False,False
PSMD9,0.02111479640007019,False,False,False
PSME1,0.016730917617678642,False,False,False
PSME2,0.022213002666831017,False,False,False
PSMG1,0.022936969995498657,False,False,False
PSMG2,0.019873082637786865,False,False,False
PSMG3,0.006422898266464472,False,False,False
PSMG4,0.03141672909259796,False,False,False
PSTK,0.020948931574821472,False,False,False
PTBP1,0.03308871388435364,False,False,False
PTCD1,0.019649771973490715,False,False,False
PTCD3,0.024739142507314682,False,False,False
PTEN,0.022601129487156868,False,False,False
PTGR2,0.034045007079839706,False,False,False
PTK2,0.009226188063621521,False,False,False
PTMA,0.01643279567360878,False,False,False
PTPMT1,0.022993866354227066,False,False,False
PTPN1,0.00654727453365922,False,False,False
PTPN11,0.023356689140200615,False,False,False
PTPN23,0.02062894031405449,False,False,False
PUF60,0.025587528944015503,False,False,False
PUM1,0.01161971315741539,False,False,False
PWP1,0.01725292205810547,False,False,False
PXN,0.022113217040896416,False,False,False
PYROXD1,0.017023874446749687,False,False,False
PYURF,0.021376486867666245,False,False,False
QARS,0.01909126341342926,False,False,False
QRSL1,0.019388867542147636,False,False,False
RAB18,0.015360505320131779,False,False,False
RAB4A,0.007884562015533447,False,False,False
RAB4B,0.01684173196554184,False,False,False
RAB6A,0.011687913909554482,False,False,False
RABGGTA,0.026224875822663307,False,False,False
RABGGTB,0.02865406684577465,False,False,False
RAC1,0.029962671920657158,False,False,False
RAC3,0.019326580688357353,False,False,False
RACGAP1,0.019477326422929764,False,False,False
RACK1,0.024744024500250816,False,False,False
RAD17,0.01548759639263153,False,False,False
RAD21,0.005773195996880531,False,False,False
RAD51,0.018604636192321777,False,False,False
RAD51C,0.01716974750161171,False,False,False
RAD51D,0.01932581514120102,False,False,False
RAD9A,0.02135450392961502,False,False,False
RAE1,0.021852094680070877,False,False,False
RAMAC,0.016967201605439186,False,False,False
RAN,0.021834423765540123,False,False,False
RANBP2,0.017244255170226097,False,False,False
RANGAP1,0.02458425983786583,False,False,False
RARS,0.018982723355293274,False,False,False
RARS2,0.012856540270149708,False,False,False
RBBP4,0.008200555108487606,False,False,False
RBBP5,0.019038546830415726,False,False,False
RBBP6,0.016394104808568954,False,False,False
RBBP8,0.02006605453789234,False,False,False
RBM10,0.006994305178523064,False,False,False
RBM12,0.0310521200299263,False,False,False
